id,name,email,gender,city,state,age,ssn,race,diabetes,asthma,depression,anxiety,migraines,arthritis,eczema,stroke,dementia,HIV
951,Keriann Jouannin,kjouanninqe@irs.gov,Female,Washington,District of Columbia,83,163-18-7350,White,Yes,No,Yes,No,No,No,Yes,No,No,No
952,Lenette Lemery,llemeryqf@rakuten.co.jp,Female,Peoria,Illinois,23,787-60-4315,Hispanic or Latino,No,No,Yes,Yes,Yes,No,No,No,No,No
953,Rona Local,rlocalqg@alexa.com,Female,Canton,Ohio,82,896-12-6642,Hispanic or Latino,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
954,Carole Barnwell,cbarnwellqh@hugedomains.com,Female,Lees Summit,Missouri,45,523-52-5530,Native Hawaiian or Other Pacific Islander,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
955,Camellia Stother,cstotherqi@thetimes.co.uk,Female,Hattiesburg,Mississippi,74,826-07-1978,Hispanic or Latino,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
956,Cele Normanton,cnormantonqj@bravesites.com,Female,Shreveport,Louisiana,42,660-46-0896,Asian,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No
957,Sansone Kennally,skennallyqk@huffingtonpost.com,Male,El Paso,Texas,55,876-92-0852,Hispanic or Latino,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
958,Bar Filipczak,bfilipczakql@cocolog-nifty.com,Male,Lexington,Kentucky,26,272-24-9077,Asian,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
959,Loy Wisher,lwisherqm@example.com,Male,Tallahassee,Florida,58,801-25-1326,Hispanic or Latino,No,No,Yes,No,Yes,Yes,No,No,No,No
960,Sophey Hale,shaleqn@ihg.com,Female,Atlanta,Georgia,40,351-03-6638,Hispanic or Latino,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
961,Gayleen Cabrera,gcabreraqo@wufoo.com,Female,Midland,Texas,41,142-85-4855,Hispanic or Latino,No,No,Yes,No,No,Yes,No,No,No,No
962,Ortensia Yeatman,oyeatmanqp@photobucket.com,Female,Shawnee Mission,Kansas,81,731-97-9671,Hispanic or Latino,No,No,Yes,No,No,Yes,Yes,No,No,No
963,Carmel Zamorrano,czamorranoqq@taobao.com,Female,Greensboro,North Carolina,72,129-91-5420,Native Hawaiian or Other Pacific Islander,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
964,Cassaundra Addicott,caddicottqr@google.com,Female,Salt Lake City,Utah,56,781-09-9520,Native Hawaiian or Other Pacific Islander,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No
965,Aksel Durdy,adurdyqs@zdnet.com,Male,El Paso,Texas,82,519-84-7396,Hispanic or Latino,No,No,Yes,Yes,Yes,No,No,No,No,No
966,Aube Faulconer,afaulconerqt@soundcloud.com,Male,Shreveport,Louisiana,74,781-76-0342,Hispanic or Latino,No,No,Yes,No,No,No,Yes,No,No,No
967,Dixie Ternouth,dternouthqu@github.com,Female,Los Angeles,California,59,441-31-8387,Native Hawaiian or Other Pacific Islander,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
968,Gabie Clewlow,gclewlowqv@google.it,Female,Mobile,Alabama,36,440-85-6181,Hispanic or Latino,No,No,Yes,Yes,No,No,Yes,No,No,No
969,Sibilla Ekless,seklessqw@typepad.com,Female,Trenton,New Jersey,73,471-80-7563,Hispanic or Latino,No,No,Yes,No,No,Yes,Yes,No,No,No
970,Kristien Aguirrezabala,kaguirrezabalaqx@geocities.jp,Female,Stockton,California,40,791-39-7189,Hispanic or Latino,No,Yes,Yes,No,Yes,Yes,No,No,No,No
971,Meade Ingamells,mingamellsqy@google.ca,Male,Salem,Oregon,33,310-38-3685,Hispanic or Latino,No,Yes,Yes,No,No,Yes,No,No,No,No
972,Jena Wrigglesworth,jwrigglesworthqz@yellowpages.com,Female,Greensboro,North Carolina,46,208-21-8639,Hispanic or Latino,Yes,Yes,Yes,No,No,No,Yes,No,No,No
973,Jacquenetta Ferrarin,jferrarinr0@ycombinator.com,Female,San Francisco,California,71,695-10-1896,Hispanic or Latino,No,Yes,Yes,No,Yes,No,No,No,No,No
974,Karalee MacVicar,kmacvicarr1@vinaora.com,Female,Springfield,Missouri,63,824-04-1747,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
975,Shanta Darington,sdaringtonr2@deviantart.com,Female,Indianapolis,Indiana,48,371-02-2886,Hispanic or Latino,No,No,Yes,Yes,No,No,Yes,No,No,No
976,Harman Drysdell,hdrysdellr3@wisc.edu,Male,Saint Louis,Missouri,61,310-52-0958,Asian,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
977,Nathanael Blaw,nblawr4@people.com.cn,Male,Berkeley,California,22,423-09-8409,Hispanic or Latino,No,No,Yes,No,No,Yes,Yes,No,No,No
978,Berty Ales,balesr5@vkontakte.ru,Male,Lexington,Kentucky,25,260-87-2372,Hispanic or Latino,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
979,Claudio Schwant,cschwantr6@jalbum.net,Male,Savannah,Georgia,25,825-65-0096,Hispanic or Latino,No,No,Yes,Yes,Yes,Yes,No,No,No,No
980,Tull Leyninye,tleyninyer7@princeton.edu,Male,Houston,Texas,71,205-58-2786,Hispanic or Latino,No,No,Yes,No,No,No,Yes,No,No,No
981,Weylin Winwright,wwinwrightr8@bigcartel.com,Male,Hayward,California,57,820-32-9744,Native Hawaiian or Other Pacific Islander,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
982,Emmalee Mackison,emackisonr9@hao123.com,Female,Washington,District of Columbia,36,487-19-3638,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,No,No,No,No,No,No,No
983,Chicky Gencke,cgenckera@google.com.br,Female,Pompano Beach,Florida,47,658-98-6051,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,No,Yes,No,No,No,No,No
984,Enrico Ethington,eethingtonrb@microsoft.com,Male,Lancaster,Pennsylvania,72,310-16-8176,Hispanic or Latino,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
985,Lucho Javes,ljavesrc@spotify.com,Male,Decatur,Georgia,58,657-23-9805,Native Hawaiian or Other Pacific Islander,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
986,Caprice Beckitt,cbeckittrd@accuweather.com,Female,New Haven,Connecticut,57,870-02-2633,Asian,Yes,No,Yes,Yes,Yes,No,No,No,No,No
987,Adina Kells,akellsre@ucoz.ru,Female,Homestead,Florida,75,543-70-4065,Hispanic or Latino,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No
988,Hal Fettis,hfettisrf@dyndns.org,Male,San Jose,California,42,768-67-5645,Hispanic or Latino,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
989,Gustaf Kermannes,gkermannesrg@theguardian.com,Male,Hattiesburg,Mississippi,34,173-83-4763,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,No,Yes,No,Yes,No,No,No
990,Annemarie Corradi,acorradirh@webeden.co.uk,Female,Stockton,California,63,687-12-8346,Native Hawaiian or Other Pacific Islander,No,No,Yes,Yes,No,No,Yes,No,No,No
991,Wendel Tethacot,wtethacotri@i2i.jp,Male,Dallas,Texas,53,329-72-7701,Hispanic or Latino,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No
992,Devin Foote,dfooterj@twitter.com,Male,Punta Gorda,Florida,52,103-20-8425,Hispanic or Latino,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
993,Vivyanne Bembrick,vbembrickrk@biblegateway.com,Female,Roanoke,Virginia,34,156-88-1488,Hispanic or Latino,Yes,No,Yes,No,No,Yes,No,No,No,No
994,Gifford Ingilson,gingilsonrl@google.com.au,Male,Shreveport,Louisiana,26,283-15-5038,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,Yes,No,No,Yes,No,No,No
995,Katharine Keam,kkeamrm@gov.uk,Female,El Paso,Texas,57,195-74-0501,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
996,Roscoe Gingedale,rgingedalern@tinyurl.com,Male,Cape Coral,Florida,83,207-87-4201,Native Hawaiian or Other Pacific Islander,No,No,Yes,Yes,No,No,No,No,No,No
997,Sabrina Daldan,sdaldanro@upenn.edu,Female,Atlanta,Georgia,54,580-31-3539,White,Yes,No,Yes,No,Yes,No,Yes,No,No,No
998,Domenico Lurner,dlurnerrp@dailymotion.com,Male,El Paso,Texas,73,661-89-4915,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
999,Donielle Dewan,ddewanrq@vkontakte.ru,Female,Pensacola,Florida,71,282-31-3211,Asian,No,Yes,Yes,No,No,No,No,No,No,No
1000,Gerda McGill,gmcgillrr@parallels.com,Female,Dallas,Texas,66,470-14-6991,Hispanic or Latino,Yes,No,Yes,Yes,Yes,No,No,No,No,No
